"","Plot","Patch","X","year","Survey.Date","Cheli.1st.3rd","Cheli.4th.5th","Cheli.adults","Narnia.nymphs","Narnia.adults","Cochineal","Cactoblastis","Melateria","Ants","Spiders","TrtType","TrtHabitat2015","Habitat2014","Habitatlost","PropLost","Habitat2014_start","Nbugs14","TreeScore","vegheight.mean","vegheight.sd","vegheight.CV","SurveyNumber","date","day","patcharea","nnd","bufferarea","bufferfararea","ifm","tbufferfararea","tbufferarea","month","coordInc"
"205",11,1,207,2015,2015-10-14,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,21,"2015-10-14",14,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,10,0
"206",11,1,212,2015,2015-03-17,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,6,"2015-03-17",17,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,3,0
"207",11,1,209,2015,2015-08-17,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,17,"2015-08-17",17,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,8,0
"208",11,1,215,2015,2015-09-18,0,0,1,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,19,"2015-09-18",18,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,9,0
"210",11,1,220,2015,2015-10-28,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,22,"2015-10-28",28,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,10,0
"211",11,1,203,2014,2014-09-29,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,5,"2014-09-29",29,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,9,0
"212",11,1,202,2014,2014-06-09,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,1,"2014-06-09",9,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,6,0
"213",11,1,199,2014,2014-07-07,0,1,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,2,"2014-07-07",7,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,7,0
"214",11,1,200,2014,2014-09-01,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,4,"2014-09-01",1,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,9,0
"215",11,1,219,2015,2015-03-31,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,7,"2015-03-31",31,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,3,0
"216",11,1,213,2015,2015-04-28,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,9,"2015-04-28",28,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,4,0
"217",11,1,214,2015,2015-07-21,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,15,"2015-07-21",21,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,7,0
"218",11,1,210,2015,2015-09-30,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,20,"2015-09-30",30,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,9,0
"219",11,1,201,2014,2014-08-04,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,3,"2014-08-04",4,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,8,0
"221",11,10,237,2015,2015-10-28,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,22,"2015-10-28",28,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,10,0
"222",11,10,235,2015,2015-08-17,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,17,"2015-08-17",17,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,8,0
"223",11,10,236,2015,2015-09-01,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,18,"2015-09-01",1,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,9,0
"224",11,10,222,2014,2014-07-07,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,2,"2014-07-07",7,0.002199115,0.810195038265892,13.436905938,12.087670433,16.0915645621837,12.089869548,13.439105053,7,0
"226",11,10,234,2015,2015-04-14,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,8,"2015-04-14",14,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,4,0
"227",11,10,221,2014,2014-06-09,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,1,"2014-06-09",9,0.002199115,0.810195038265892,13.436905938,12.087670433,16.0915645621837,12.089869548,13.439105053,6,0
"228",11,10,232,2015,2015-09-30,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,20,"2015-09-30",30,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,9,0
"229",11,10,233,2015,2015-07-21,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,15,"2015-07-21",21,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,7,0
"230",11,10,241,2015,2015-05-12,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,10,"2015-05-12",12,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,5,0
"232",11,10,224,2014,2014-09-29,0,1,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,5,"2014-09-29",29,0.002199115,0.810195038265892,13.436905938,12.087670433,16.0915645621837,12.089869548,13.439105053,9,0
"233",11,10,230,2015,2015-03-31,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,7,"2015-03-31",31,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,3,0
"234",11,10,242,2015,2015-10-14,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,21,"2015-10-14",14,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,10,0
"235",11,10,229,2015,2015-07-07,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,14,"2015-07-07",7,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,7,0
"236",11,10,225,2014,2014-09-01,6,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,4,"2014-09-01",1,0.002199115,0.810195038265892,13.436905938,12.087670433,16.0915645621837,12.089869548,13.439105053,9,0
"237",11,10,238,2015,2015-04-28,0,0,0,0,0,0,0,0,0,1,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,9,"2015-04-28",28,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,4,0
"238",11,10,239,2015,2015-05-26,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,11,"2015-05-26",26,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,5,0
"239",11,10,240,2015,2015-06-23,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,13,"2015-06-23",23,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,6,0
"240",11,10,228,2015,2015-08-04,0,5,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,16,"2015-08-04",4,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,8,0
"241",11,10,226,2015,2015-09-18,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,19,"2015-09-18",18,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,9,0
"243",11,101,247,2014,2014-09-01,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,4,"2014-09-01",1,0.46181412,1.43283390522501,6.876867779,6.876867779,9.28547997173004,7.338681899,7.338681899,9,0
"244",11,101,246,2014,2014-06-09,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,1,"2014-06-09",9,0.46181412,1.43283390522501,6.876867779,6.876867779,9.28547997173004,7.338681899,7.338681899,6,0
"245",11,101,256,2015,2015-03-31,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,7,"2015-03-31",31,0.052778757,1.14303543253804,11.932711378,9.20800807,13.5783774417096,9.260786827,11.985490135,3,0
"246",11,101,245,2014,2014-07-07,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,2,"2014-07-07",7,0.46181412,1.43283390522501,6.876867779,6.876867779,9.28547997173004,7.338681899,7.338681899,7,0
"283",11,11,282,2015,2015-04-28,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,9,"2015-04-28",28,0.188888258,2.16301363830004,10.072888527,10.072888527,13.1456727268915,10.261776785,10.261776785,4,0
"284",11,11,279,2015,2015-03-17,0,0,1,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,6,"2015-03-17",17,0.188888258,2.16301363830004,10.072888527,10.072888527,13.1456727268915,10.261776785,10.261776785,3,0
"285",11,11,280,2015,2015-08-04,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,16,"2015-08-04",4,0.188888258,2.16301363830004,10.072888527,10.072888527,13.1456727268915,10.261776785,10.261776785,8,0
"287",11,112,287,2014,2014-09-01,0,0,2,0,3,1,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,4,"2014-09-01",1,0.003926991,0.987000506782912,6.1590924,6.1590924,9.30597878621462,6.163019391,6.163019391,9,1
"288",11,112,300,2015,2015-08-04,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,16,"2015-08-04",4,0.167446888,1.19272167749003,14.390065147,11.927370666,17.5728292200922,12.094817554,14.557512035,8,1
"289",11,112,298,2015,2015-09-01,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,18,"2015-09-01",1,0.167446888,1.19272167749003,14.390065147,11.927370666,17.5728292200922,12.094817554,14.557512035,9,1
"290",11,112,294,2015,2015-03-17,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,6,"2015-03-17",17,0.167446888,1.19272167749003,14.390065147,11.927370666,17.5728292200922,12.094817554,14.557512035,3,1
"291",11,112,288,2014,2014-07-07,0,0,0,0,0,0,0,0,0,1,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,2,"2014-07-07",7,0.003926991,0.987000506782912,6.1590924,6.1590924,9.30597878621462,6.163019391,6.163019391,7,1
"294",11,112,297,2015,2015-04-14,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,8,"2015-04-14",14,0.167446888,1.19272167749003,14.390065147,11.927370666,17.5728292200922,12.094817554,14.557512035,4,1
"295",11,112,301,2015,2015-06-23,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,13,"2015-06-23",23,0.167446888,1.19272167749003,14.390065147,11.927370666,17.5728292200922,12.094817554,14.557512035,6,1
"296",11,112,303,2015,2015-06-09,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,12,"2015-06-09",9,0.167446888,1.19272167749003,14.390065147,11.927370666,17.5728292200922,12.094817554,14.557512035,6,1
"298",11,112,308,2015,2015-05-26,0,0,0,0,0,1,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,11,"2015-05-26",26,0.167446888,1.19272167749003,14.390065147,11.927370666,17.5728292200922,12.094817554,14.557512035,5,1
"299",11,112,290,2014,2014-08-04,0,1,0,0,0,1,0,0,0,1,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,3,"2014-08-04",4,0.003926991,0.987000506782912,6.1590924,6.1590924,9.30597878621462,6.163019391,6.163019391,8,1
"300",11,112,302,2015,2015-07-21,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,15,"2015-07-21",21,0.167446888,1.19272167749003,14.390065147,11.927370666,17.5728292200922,12.094817554,14.557512035,7,1
"301",11,112,295,2015,2015-10-28,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,22,"2015-10-28",28,0.167446888,1.19272167749003,14.390065147,11.927370666,17.5728292200922,12.094817554,14.557512035,10,1
"302",11,112,306,2015,2015-09-18,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,19,"2015-09-18",18,0.167446888,1.19272167749003,14.390065147,11.927370666,17.5728292200922,12.094817554,14.557512035,9,1
"303",11,112,293,2015,2015-04-28,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,9,"2015-04-28",28,0.167446888,1.19272167749003,14.390065147,11.927370666,17.5728292200922,12.094817554,14.557512035,4,1
"304",11,112,291,2014,2014-09-29,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,5,"2014-09-29",29,0.003926991,0.987000506782912,6.1590924,6.1590924,9.30597878621462,6.163019391,6.163019391,9,1
"305",11,112,305,2015,2015-07-07,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,14,"2015-07-07",7,0.167446888,1.19272167749003,14.390065147,11.927370666,17.5728292200922,12.094817554,14.557512035,7,1
"306",11,112,292,2015,2015-10-14,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,21,"2015-10-14",14,0.167446888,1.19272167749003,14.390065147,11.927370666,17.5728292200922,12.094817554,14.557512035,10,1
"307",11,112,304,2015,2015-03-31,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,7,"2015-03-31",31,0.167446888,1.19272167749003,14.390065147,11.927370666,17.5728292200922,12.094817554,14.557512035,3,1
"310",11,113,312,2014,2014-07-07,0,1,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,2,"2014-07-07",7,0.129747777,1.43283390522501,7.208934122,7.208934122,9.97054077118291,7.338681899,7.338681899,7,1
"322",11,113,314,2015,2015-10-28,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,22,"2015-10-28",28,0.223053078,2.4248612331447,13.524556372,10.996752383,17.7258449528156,11.219805461,13.74760945,10,1
"323",11,113,324,2015,2015-08-04,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,16,"2015-08-04",4,0.223053078,2.4248612331447,13.524556372,10.996752383,17.7258449528156,11.219805461,13.74760945,8,1
"324",11,113,311,2014,2014-08-04,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,3,"2014-08-04",4,0.129747777,1.43283390522501,7.208934122,7.208934122,9.97054077118291,7.338681899,7.338681899,8,1
"325",11,113,323,2015,2015-05-26,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,11,"2015-05-26",26,0.223053078,2.4248612331447,13.524556372,10.996752383,17.7258449528156,11.219805461,13.74760945,5,1
"326",11,113,320,2015,2015-05-12,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,10,"2015-05-12",12,0.223053078,2.4248612331447,13.524556372,10.996752383,17.7258449528156,11.219805461,13.74760945,5,1
"339",11,12,336,2015,2015-07-07,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,14,"2015-07-07",7,0.063224552,2.16301363830004,14.115804113,14.115804113,14.7775253770299,14.179028665,14.179028665,7,0
"340",11,12,342,2015,2015-04-14,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,8,"2015-04-14",14,0.063224552,2.16301363830004,14.115804113,14.115804113,14.7775253770299,14.179028665,14.179028665,4,0
"341",11,12,331,2014,2014-09-01,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,4,"2014-09-01",1,0.428827397,2.33848583480155,12.748111747,9.550520204,16.8331359255067,9.979347601,13.176939144,9,0
"343",11,12,350,2015,2015-06-23,0,0,1,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,13,"2015-06-23",23,0.063224552,2.16301363830004,14.115804113,14.115804113,14.7775253770299,14.179028665,14.179028665,6,0
"372",11,124,374,2015,2015-09-01,0,0,0,0,0,1,0,0,0,1,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,18,"2015-09-01",1,0.808645949,1.8693496194366,10.714401743,8.186597754,12.4285932802264,8.995243703,11.523047692,9,0
"382",11,13,391,2015,2015-08-04,0,0,0,0,0,1,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,16,"2015-08-04",4,0.756495511,2.2079243647166,15.754694461,14.002628238,15.8107342175588,14.759123749,16.511189972,8,0
"383",11,13,396,2015,2015-09-01,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,18,"2015-09-01",1,0.756495511,2.2079243647166,15.754694461,14.002628238,15.8107342175588,14.759123749,16.511189972,9,0
"384",11,13,394,2015,2015-03-17,0,0,0,0,0,1,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,6,"2015-03-17",17,0.756495511,2.2079243647166,15.754694461,14.002628238,15.8107342175588,14.759123749,16.511189972,3,0
"386",11,13,390,2015,2015-05-12,0,1,0,0,0,1,0,0,1,1,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,10,"2015-05-12",12,0.756495511,2.2079243647166,15.754694461,14.002628238,15.8107342175588,14.759123749,16.511189972,5,0
"387",11,13,378,2014,2014-08-04,2,0,2,0,1,1,0,0,1,1,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,3,"2014-08-04",4,0.188888258,2.16301363830004,10.072888527,10.072888527,13.1456727268915,10.261776785,10.261776785,8,0
"388",11,13,379,2014,2014-09-01,0,1,0,3,0,1,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,4,"2014-09-01",1,0.188888258,2.16301363830004,10.072888527,10.072888527,13.1456727268915,10.261776785,10.261776785,9,0
"390",11,13,377,2014,2014-07-07,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,2,"2014-07-07",7,0.188888258,2.16301363830004,10.072888527,10.072888527,13.1456727268915,10.261776785,10.261776785,7,0
"392",11,13,385,2015,2015-03-31,3,0,0,0,0,1,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,7,"2015-03-31",31,0.756495511,2.2079243647166,15.754694461,14.002628238,15.8107342175588,14.759123749,16.511189972,3,0
"393",11,13,376,2014,2014-09-29,0,0,0,0,1,1,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,5,"2014-09-29",29,0.188888258,2.16301363830004,10.072888527,10.072888527,13.1456727268915,10.261776785,10.261776785,9,0
"394",11,13,386,2015,2015-09-30,0,0,2,0,0,1,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,20,"2015-09-30",30,0.756495511,2.2079243647166,15.754694461,14.002628238,15.8107342175588,14.759123749,16.511189972,9,0
"395",11,13,384,2015,2015-07-07,0,0,0,0,0,1,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,14,"2015-07-07",7,0.756495511,2.2079243647166,15.754694461,14.002628238,15.8107342175588,14.759123749,16.511189972,7,0
"396",11,13,375,2014,2014-06-09,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,1,"2014-06-09",9,0.188888258,2.16301363830004,10.072888527,10.072888527,13.1456727268915,10.261776785,10.261776785,6,0
"397",11,135,411,2015,2015-03-17,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,6,"2015-03-17",17,0.669787554,1.32578429620564,16.245175607,13.091644902,16.5895441154878,13.761432456,16.914963161,3,0
"398",11,135,407,2015,2015-06-23,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,13,"2015-06-23",23,0.669787554,1.32578429620564,16.245175607,13.091644902,16.5895441154878,13.761432456,16.914963161,6,0
"399",11,135,406,2015,2015-09-30,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,20,"2015-09-30",30,0.669787554,1.32578429620564,16.245175607,13.091644902,16.5895441154878,13.761432456,16.914963161,9,0
"401",11,135,410,2015,2015-06-09,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,12,"2015-06-09",9,0.669787554,1.32578429620564,16.245175607,13.091644902,16.5895441154878,13.761432456,16.914963161,6,0
"402",11,135,399,2014,2014-06-09,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,1,"2014-06-09",9,0.015943583,1.3993319834333,7.009364449,7.009364449,9.55574907999681,7.025308032,7.025308032,6,0
"406",11,135,405,2015,2015-10-14,0,0,1,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,21,"2015-10-14",14,0.669787554,1.32578429620564,16.245175607,13.091644902,16.5895441154878,13.761432456,16.914963161,10,0
"416",11,135,401,2014,2014-08-04,0,1,0,0,0,1,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,3,"2014-08-04",4,0.015943583,1.3993319834333,7.009364449,7.009364449,9.55574907999681,7.025308032,7.025308032,8,0
"417",11,135,412,2015,2015-09-01,0,1,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,18,"2015-09-01",1,0.669787554,1.32578429620564,16.245175607,13.091644902,16.5895441154878,13.761432456,16.914963161,9,0
"418",11,135,415,2015,2015-05-26,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,11,"2015-05-26",26,0.669787554,1.32578429620564,16.245175607,13.091644902,16.5895441154878,13.761432456,16.914963161,5,0
"419",11,14,423,2014,2014-09-29,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,5,"2014-09-29",29,0.036442475,1.39092666949883,12.767825242,9.238795674,17.5713303779839,9.275238149,12.804267717,9,0
"420",11,14,422,2014,2014-09-01,5,0,1,0,0,1,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,4,"2014-09-01",1,0.036442475,1.39092666949883,12.767825242,9.238795674,17.5713303779839,9.275238149,12.804267717,9,0
"421",11,14,435,2015,2015-05-26,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,11,"2015-05-26",26,0.694920295,1.45202548176774,14.264165825,14.264165825,16.5066531296032,14.95908612,14.95908612,5,0
"423",11,14,421,2014,2014-08-04,0,1,0,0,0,1,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,3,"2014-08-04",4,0.036442475,1.39092666949883,12.767825242,9.238795674,17.5713303779839,9.275238149,12.804267717,8,0
"424",11,14,420,2014,2014-06-09,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,1,"2014-06-09",9,0.036442475,1.39092666949883,12.767825242,9.238795674,17.5713303779839,9.275238149,12.804267717,6,0
