"","X","Plot","Patch","year","Survey.Date","Cheli.1st.3rd","Cheli.4th.5th","Cheli.adults","Narnia.nymphs","Narnia.adults","Cochineal","Cactoblastis","Melateria","Ants","Spiders","TrtType","TrtHabitat2015","Habitat2014","Habitatlost","PropLost","Habitat2014_start","Nbugs14","TreeScore","vegheight.mean","vegheight.sd","vegheight.CV","SurveyNumber","date","day","patcharea","nnd","bufferarea","bufferfararea","ifm","tbufferfararea","tbufferarea","month"
"131",131,10,46,2015,2015-07-17,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,15,"2015-07-17",17,0.458044209,3.56156215730851,10.560149546,10.376601995,8.71511196067495,10.834646204,11.018193755,7
"132",132,10,46,2015,2015-09-24,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,20,"2015-09-24",24,0.458044209,3.56156215730851,10.560149546,10.376601995,8.71511196067495,10.834646204,11.018193755,9
"138",138,10,57,2015,2015-06-03,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,12,"2015-06-03",3,0.02576106,1.86827754882749,0.737017635,0.737017635,4.2137019658663,0.762778695,0.762778695,6
"139",139,10,57,2015,2015-03-25,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,7,"2015-03-25",25,0.02576106,1.86827754882749,0.737017635,0.737017635,4.2137019658663,0.762778695,0.762778695,3
"140",140,10,57,2015,2015-05-20,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,11,"2015-05-20",20,0.02576106,1.86827754882749,0.737017635,0.737017635,4.2137019658663,0.762778695,0.762778695,5
"141",141,10,57,2015,2015-06-17,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,13,"2015-06-17",17,0.02576106,1.86827754882749,0.737017635,0.737017635,4.2137019658663,0.762778695,0.762778695,6
"142",142,10,57,2015,2015-07-17,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,15,"2015-07-17",17,0.02576106,1.86827754882749,0.737017635,0.737017635,4.2137019658663,0.762778695,0.762778695,7
"143",143,10,57,2015,2015-07-01,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,14,"2015-07-01",1,0.02576106,1.86827754882749,0.737017635,0.737017635,4.2137019658663,0.762778695,0.762778695,7
"144",144,10,57,2015,2015-05-07,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,10,"2015-05-07",7,0.02576106,1.86827754882749,0.737017635,0.737017635,4.2137019658663,0.762778695,0.762778695,5
"145",145,10,57,2015,2015-10-22,0,0,0,0,0,0,0,0,1,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,22,"2015-10-22",22,0.02576106,1.86827754882749,0.737017635,0.737017635,4.2137019658663,0.762778695,0.762778695,10
"146",146,10,57,2015,2015-10-12,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,21,"2015-10-12",12,0.02576106,1.86827754882749,0.737017635,0.737017635,4.2137019658663,0.762778695,0.762778695,10
"147",147,10,57,2015,2015-08-28,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,18,"2015-08-28",28,0.02576106,1.86827754882749,0.737017635,0.737017635,4.2137019658663,0.762778695,0.762778695,8
"148",148,10,57,2015,2015-09-24,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,20,"2015-09-24",24,0.02576106,1.86827754882749,0.737017635,0.737017635,4.2137019658663,0.762778695,0.762778695,9
"149",149,10,57,2015,2015-09-10,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,19,"2015-09-10",10,0.02576106,1.86827754882749,0.737017635,0.737017635,4.2137019658663,0.762778695,0.762778695,9
"150",150,10,57,2015,2015-04-08,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,8,"2015-04-08",8,0.02576106,1.86827754882749,0.737017635,0.737017635,4.2137019658663,0.762778695,0.762778695,4
"151",151,10,57,2015,2015-08-12,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,17,"2015-08-12",12,0.02576106,1.86827754882749,0.737017635,0.737017635,4.2137019658663,0.762778695,0.762778695,8
"152",152,10,57,2015,2015-04-22,0,0,0,0,0,0,0,0,1,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,9,"2015-04-22",22,0.02576106,1.86827754882749,0.737017635,0.737017635,4.2137019658663,0.762778695,0.762778695,4
"153",153,10,57,2015,2015-03-10,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,6,"2015-03-10",10,0.02576106,1.86827754882749,0.737017635,0.737017635,4.2137019658663,0.762778695,0.762778695,3
"154",154,10,57,2015,2015-07-31,0,0,1,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,16,"2015-07-31",31,0.02576106,1.86827754882749,0.737017635,0.737017635,4.2137019658663,0.762778695,0.762778695,7
"160",160,10,68,2015,2015-07-31,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,16,"2015-07-31",31,0.005026548,1.73772984076151,4.083756291,4.083756291,4.25219684472793,4.088782839,4.088782839,7
"161",161,10,68,2015,2015-07-01,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,14,"2015-07-01",1,0.005026548,1.73772984076151,4.083756291,4.083756291,4.25219684472793,4.088782839,4.088782839,7
"162",162,10,68,2015,2015-06-17,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,13,"2015-06-17",17,0.005026548,1.73772984076151,4.083756291,4.083756291,4.25219684472793,4.088782839,4.088782839,6
"163",163,10,68,2015,2015-10-22,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,22,"2015-10-22",22,0.005026548,1.73772984076151,4.083756291,4.083756291,4.25219684472793,4.088782839,4.088782839,10
"164",164,10,68,2015,2015-10-12,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,21,"2015-10-12",12,0.005026548,1.73772984076151,4.083756291,4.083756291,4.25219684472793,4.088782839,4.088782839,10
"165",165,10,68,2015,2015-09-24,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,20,"2015-09-24",24,0.005026548,1.73772984076151,4.083756291,4.083756291,4.25219684472793,4.088782839,4.088782839,9
"166",166,10,68,2015,2015-03-10,0,0,4,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,6,"2015-03-10",10,0.005026548,1.73772984076151,4.083756291,4.083756291,4.25219684472793,4.088782839,4.088782839,3
"167",167,10,68,2015,2015-08-12,0,0,0,0,0,0,0,0,1,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,17,"2015-08-12",12,0.005026548,1.73772984076151,4.083756291,4.083756291,4.25219684472793,4.088782839,4.088782839,8
"168",168,10,68,2015,2015-07-17,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,15,"2015-07-17",17,0.005026548,1.73772984076151,4.083756291,4.083756291,4.25219684472793,4.088782839,4.088782839,7
"169",169,10,68,2015,2015-06-03,0,0,0,0,0,0,0,0,1,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,12,"2015-06-03",3,0.005026548,1.73772984076151,4.083756291,4.083756291,4.25219684472793,4.088782839,4.088782839,6
"170",170,10,68,2015,2015-05-20,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,11,"2015-05-20",20,0.005026548,1.73772984076151,4.083756291,4.083756291,4.25219684472793,4.088782839,4.088782839,5
"171",171,10,68,2015,2015-05-07,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,10,"2015-05-07",7,0.005026548,1.73772984076151,4.083756291,4.083756291,4.25219684472793,4.088782839,4.088782839,5
"172",172,10,68,2015,2015-04-08,23,0,0,0,0,0,0,0,1,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,8,"2015-04-08",8,0.005026548,1.73772984076151,4.083756291,4.083756291,4.25219684472793,4.088782839,4.088782839,4
"173",173,10,68,2015,2015-03-25,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,7,"2015-03-25",25,0.005026548,1.73772984076151,4.083756291,4.083756291,4.25219684472793,4.088782839,4.088782839,3
"174",174,10,68,2015,2015-04-22,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,9,"2015-04-22",22,0.005026548,1.73772984076151,4.083756291,4.083756291,4.25219684472793,4.088782839,4.088782839,4
"175",175,10,68,2015,2015-08-28,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,18,"2015-08-28",28,0.005026548,1.73772984076151,4.083756291,4.083756291,4.25219684472793,4.088782839,4.088782839,8
"176",176,10,68,2015,2015-09-10,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,19,"2015-09-10",10,0.005026548,1.73772984076151,4.083756291,4.083756291,4.25219684472793,4.088782839,4.088782839,9
"182",182,10,79,2015,2015-09-24,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,20,"2015-09-24",24,2.709623664,1.7868609344612,13.937597267,11.130584231,8.59064159337947,13.840207895,16.647220931,9
"183",183,10,79,2015,2015-10-12,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,21,"2015-10-12",12,2.709623664,1.7868609344612,13.937597267,11.130584231,8.59064159337947,13.840207895,16.647220931,10
"184",184,10,79,2015,2015-06-17,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,13,"2015-06-17",17,2.709623664,1.7868609344612,13.937597267,11.130584231,8.59064159337947,13.840207895,16.647220931,6
"185",185,10,79,2015,2015-10-22,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,22,"2015-10-22",22,2.709623664,1.7868609344612,13.937597267,11.130584231,8.59064159337947,13.840207895,16.647220931,10
"186",186,10,79,2015,2015-03-25,0,0,0,0,0,0,0,0,1,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,7,"2015-03-25",25,2.709623664,1.7868609344612,13.937597267,11.130584231,8.59064159337947,13.840207895,16.647220931,3
"187",187,10,79,2015,2015-08-28,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,18,"2015-08-28",28,2.709623664,1.7868609344612,13.937597267,11.130584231,8.59064159337947,13.840207895,16.647220931,8
"188",188,10,79,2015,2015-07-31,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,16,"2015-07-31",31,2.709623664,1.7868609344612,13.937597267,11.130584231,8.59064159337947,13.840207895,16.647220931,7
"189",189,10,79,2015,2015-07-17,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,15,"2015-07-17",17,2.709623664,1.7868609344612,13.937597267,11.130584231,8.59064159337947,13.840207895,16.647220931,7
"190",190,10,79,2015,2015-08-12,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,17,"2015-08-12",12,2.709623664,1.7868609344612,13.937597267,11.130584231,8.59064159337947,13.840207895,16.647220931,8
"191",191,10,79,2015,2015-04-22,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,9,"2015-04-22",22,2.709623664,1.7868609344612,13.937597267,11.130584231,8.59064159337947,13.840207895,16.647220931,4
"192",192,10,79,2015,2015-05-20,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,11,"2015-05-20",20,2.709623664,1.7868609344612,13.937597267,11.130584231,8.59064159337947,13.840207895,16.647220931,5
"193",193,10,79,2015,2015-05-07,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,10,"2015-05-07",7,2.709623664,1.7868609344612,13.937597267,11.130584231,8.59064159337947,13.840207895,16.647220931,5
"194",194,10,79,2015,2015-04-08,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,8,"2015-04-08",8,2.709623664,1.7868609344612,13.937597267,11.130584231,8.59064159337947,13.840207895,16.647220931,4
"195",195,10,79,2015,2015-03-10,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,6,"2015-03-10",10,2.709623664,1.7868609344612,13.937597267,11.130584231,8.59064159337947,13.840207895,16.647220931,3
"196",196,10,79,2015,2015-07-01,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,14,"2015-07-01",1,2.709623664,1.7868609344612,13.937597267,11.130584231,8.59064159337947,13.840207895,16.647220931,7
"197",197,10,79,2015,2015-06-03,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,12,"2015-06-03",3,2.709623664,1.7868609344612,13.937597267,11.130584231,8.59064159337947,13.840207895,16.647220931,6
"198",198,10,79,2015,2015-09-10,0,0,0,0,0,0,0,0,0,0,"cont",87,87,0,0,88,189,3,45.82605655,29.0043389,0.632922426,19,"2015-09-10",10,2.709623664,1.7868609344612,13.937597267,11.130584231,8.59064159337947,13.840207895,16.647220931,9
"204",204,11,1,2015,2015-04-14,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,8,"2015-04-14",14,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,4
"205",205,11,1,2015,2015-08-04,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,16,"2015-08-04",4,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,8
"206",206,11,1,2015,2015-05-12,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,10,"2015-05-12",12,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,5
"207",207,11,1,2015,2015-10-14,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,21,"2015-10-14",14,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,10
"208",208,11,1,2015,2015-09-01,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,18,"2015-09-01",1,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,9
"209",209,11,1,2015,2015-08-17,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,17,"2015-08-17",17,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,8
"210",210,11,1,2015,2015-09-30,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,20,"2015-09-30",30,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,9
"211",211,11,1,2015,2015-06-09,0,0,2,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,12,"2015-06-09",9,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,6
"212",212,11,1,2015,2015-03-17,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,6,"2015-03-17",17,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,3
"213",213,11,1,2015,2015-04-28,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,9,"2015-04-28",28,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,4
"214",214,11,1,2015,2015-07-21,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,15,"2015-07-21",21,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,7
"215",215,11,1,2015,2015-09-18,0,0,1,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,19,"2015-09-18",18,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,9
"216",216,11,1,2015,2015-07-07,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,14,"2015-07-07",7,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,7
"217",217,11,1,2015,2015-05-26,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,11,"2015-05-26",26,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,5
"218",218,11,1,2015,2015-06-23,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,13,"2015-06-23",23,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,6
"219",219,11,1,2015,2015-03-31,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,7,"2015-03-31",31,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,3
"220",220,11,1,2015,2015-10-28,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,22,"2015-10-28",28,0.18802432,0.987000506782912,5.88993645,5.656673195,8.79845362697526,5.844697515,6.07796077,10
"226",226,11,10,2015,2015-09-18,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,19,"2015-09-18",18,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,9
"227",227,11,10,2015,2015-03-17,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,6,"2015-03-17",17,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,3
"228",228,11,10,2015,2015-08-04,0,5,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,16,"2015-08-04",4,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,8
"229",229,11,10,2015,2015-07-07,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,14,"2015-07-07",7,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,7
"230",230,11,10,2015,2015-03-31,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,7,"2015-03-31",31,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,3
"231",231,11,10,2015,2015-06-09,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,12,"2015-06-09",9,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,6
"232",232,11,10,2015,2015-09-30,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,20,"2015-09-30",30,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,9
"233",233,11,10,2015,2015-07-21,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,15,"2015-07-21",21,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,7
"234",234,11,10,2015,2015-04-14,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,8,"2015-04-14",14,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,4
"235",235,11,10,2015,2015-08-17,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,17,"2015-08-17",17,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,8
"236",236,11,10,2015,2015-09-01,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,18,"2015-09-01",1,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,9
"237",237,11,10,2015,2015-10-28,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,22,"2015-10-28",28,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,10
"238",238,11,10,2015,2015-04-28,0,0,0,0,0,0,0,0,0,1,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,9,"2015-04-28",28,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,4
"239",239,11,10,2015,2015-05-26,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,11,"2015-05-26",26,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,5
"240",240,11,10,2015,2015-06-23,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,13,"2015-06-23",23,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,6
"241",241,11,10,2015,2015-05-12,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,10,"2015-05-12",12,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,5
"242",242,11,10,2015,2015-10-14,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,21,"2015-10-14",14,0.226194671,4.39718694170071,5.777624512,4.153892349,10.4411034654717,4.38008702,6.003819183,10
"248",248,11,101,2015,2015-04-14,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,8,"2015-04-14",14,0.052778757,1.14303543253804,11.932711378,9.20800807,13.5783774417096,9.260786827,11.985490135,4
"249",249,11,101,2015,2015-04-28,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,9,"2015-04-28",28,0.052778757,1.14303543253804,11.932711378,9.20800807,13.5783774417096,9.260786827,11.985490135,4
"250",250,11,101,2015,2015-10-28,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,22,"2015-10-28",28,0.052778757,1.14303543253804,11.932711378,9.20800807,13.5783774417096,9.260786827,11.985490135,10
"251",251,11,101,2015,2015-06-09,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,12,"2015-06-09",9,0.052778757,1.14303543253804,11.932711378,9.20800807,13.5783774417096,9.260786827,11.985490135,6
"252",252,11,101,2015,2015-10-14,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,21,"2015-10-14",14,0.052778757,1.14303543253804,11.932711378,9.20800807,13.5783774417096,9.260786827,11.985490135,10
"253",253,11,101,2015,2015-07-21,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,15,"2015-07-21",21,0.052778757,1.14303543253804,11.932711378,9.20800807,13.5783774417096,9.260786827,11.985490135,7
"254",254,11,101,2015,2015-09-30,0,0,0,0,0,0,0,0,0,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,20,"2015-09-30",30,0.052778757,1.14303543253804,11.932711378,9.20800807,13.5783774417096,9.260786827,11.985490135,9
"255",255,11,101,2015,2015-09-18,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,19,"2015-09-18",18,0.052778757,1.14303543253804,11.932711378,9.20800807,13.5783774417096,9.260786827,11.985490135,9
"256",256,11,101,2015,2015-03-31,0,0,0,0,0,0,0,0,1,0,"cont",180,180,0,0,177,158,1,60.30150621,23.19660509,0.384677043,7,"2015-03-31",31,0.052778757,1.14303543253804,11.932711378,9.20800807,13.5783774417096,9.260786827,11.985490135,3
